	fav_recoveryA	fav_recoveryB	fav_recoveryC	fav_stressA	fav_stressB	fav_stressC
symcomp11387	0	0	0	0	0	0
symcomp11390	2	15	3	5	5	0
symcomp11393	1	5	0	0	2	0
symcomp11395	0	2	0	0	0	0
symcomp11398	1	5	6	3	2	0
symcomp11399	6	8	3	6	6	0
symcomp114	0	1	2	0	8	0
symcomp11401	0	1	0	1	0	0
symcomp11403	1	0	0	0	0	0
symcomp11406	5	1	0	0	2	0
symcomp11407	2	7	10	27	7	0
symcomp11408	1	4	4	5	8	0
symcomp11409	0	0	0	0	0	0
symcomp11415	1	1	1	4	2	0
symcomp11419	0	0	0	0	0	0
symcomp11420	1	4	3	1	1	0
symcomp11424	3	16	5	11	16	0
symcomp11426	0	2	0	3	2	0
symcomp11428	0	5	1	0	2	0
symcomp11429	0	17	2	3	0	0
symcomp1143	1	0	0	1	0	0
symcomp11430	3	0	0	0	0	0
symcomp11432	0	0	0	0	0	0
symcomp11435	0	1	4	4	1	0
symcomp11439	0	1	0	0	0	0
symcomp11442	4	7	4	3	0	0
symcomp114429	0	0	0	0	0	0
symcomp11443	3	4	2	8	7	1
symcomp11444	4	3	0	5	5	0
symcomp11445	11	23	11	11	29	0
symcomp11446	0	3	1	0	0	0
symcomp1145	0	0	0	0	0	0
symcomp11452	1	17	8	15	2	0
symcomp11456	1	2	2	0	2	0
symcomp11458	2	8	7	3	3	0
symcomp11461	0	0	0	1	0	0
symcomp11464	1	15	2	8	1	0
symcomp11469	3	4	1	4	5	0
symcomp1147	0	0	0	0	0	0
symcomp11470	3	0	1	6	0	0
symcomp11471	7	13	3	20	8	1
symcomp11472	0	0	0	1	0	0
symcomp11473	3	3	2	2	2	0
symcomp11477	1	1	1	1	1	0
symcomp11479	2	9	1	6	8	0
symcomp11480	0	4	14	13	6	1
symcomp11485	0	6	3	1	1	0
symcomp11486	1	8	3	3	0	0
symcomp11489	0	0	0	0	0	0
symcomp11490	2	17	4	22	7	0
symcomp11493	11	42	11	12	4	0
symcomp11494	1	3	1	7	3	0
symcomp11495	1	3	3	1	3	0
symcomp11496	6	2	0	2	1	0
symcomp11497	0	0	0	0	0	0
symcomp11499	0	0	0	0	1	0
symcomp115	0	0	0	0	0	0
symcomp11500	4	7	6	6	13	0
symcomp11501	0	0	0	0	0	0
symcomp11503	0	6	1	0	1	0
symcomp11505	0	0	0	0	0	0
symcomp11506	0	0	1	0	0	0
symcomp11508	0	0	0	0	0	0
symcomp11509	0	0	5	0	0	0
symcomp11510	0	0	0	0	0	0
symcomp11512	1	0	0	0	0	0
symcomp11514	1	2	2	4	4	0
symcomp11516	4	8	4	7	6	0
symcomp11524	5	7	3	5	5	2
symcomp11526	15	38	18	98	57	0
symcomp11528	5	5	0	9	4	1
symcomp11530	0	2	0	0	0	0
symcomp11531	1	0	0	1	3	0
symcomp11534	0	0	0	0	0	0
symcomp11541	5	12	11	0	3	0
symcomp11542	2	28	1	0	4	0
symcomp11543	2	17	2	8	2	0
symcomp11545	0	10	3	7	6	0
symcomp11546	0	3	0	0	0	0
symcomp11547	0	0	0	2	0	0
symcomp115486	0	1	1	0	0	0
symcomp11549	0	0	0	0	0	0
symcomp1155	0	0	1	0	0	0
symcomp11554	2	3	3	4	6	0
symcomp11555	2	11	1	5	0	0
symcomp11558	0	0	0	0	0	0
symcomp11559	7	6	2	5	4	0
symcomp11562	5	13	3	12	2	0
symcomp11568	22	48	19	12	16	1
symcomp11572	1	0	1	0	1	0
symcomp11574	2	9	6	13	6	0
symcomp11575	0	2	1	0	0	0
symcomp11578	0	0	1	0	0	0
symcomp11581	1	3	1	0	0	0
symcomp11584	1	1	0	0	0	0
symcomp11585	16	98	28	80	43	5
symcomp11586	13	22	9	34	10	0
symcomp11587	3	17	10	4	10	0
symcomp11589	0	0	0	0	1	0
symcomp1159	0	1	0	0	0	0
symcomp11590	0	0	0	0	0	0
symcomp11591	4	16	8	5	13	0
symcomp11599	0	0	0	0	0	0
symcomp11600	0	2	0	0	1	0
symcomp11602	0	0	0	0	0	0
symcomp11603	2	4	2	0	0	0
symcomp11606	0	0	1	0	0	0
symcomp11608	1	9	5	17	10	0
symcomp11610	0	0	0	0	0	0
symcomp11611	0	0	0	0	0	0
symcomp11612	0	7	0	12	3	0
symcomp11614	4	7	2	0	4	0
symcomp11615	12	15	8	10	2	0
symcomp11619	0	2	0	0	0	0
symcomp11622	0	1	0	0	0	0
symcomp11623	0	13	0	6	3	0
symcomp11625	1	15	4	5	1	0
symcomp11628	13	25	2	10	6	0
symcomp11630	2	21	4	2	0	0
symcomp11631	6	21	7	35	19	1
symcomp11633	0	0	0	0	0	0
symcomp11634	2	7	1	3	2	0
symcomp11638	0	0	0	0	0	0
symcomp11639	0	0	0	0	0	0
symcomp116395	1	4	2	0	0	0
symcomp11640	0	5	0	6	4	0
symcomp11644	2	13	1	6	0	0
symcomp11646	1	16	1	6	7	2
symcomp11647	0	0	0	0	0	0
symcomp11648	0	0	0	0	0	0
symcomp11649	0	4	0	0	1	0
symcomp11651	15	29	14	19	14	0
symcomp11654	0	1	0	1	0	0
symcomp116545	0	0	0	0	0	0
symcomp11656	0	0	0	0	0	0
symcomp11657	0	0	1	6	1	0
symcomp11662	9	9	1	8	5	0
symcomp11663	4	3	2	8	8	0
symcomp11664	5	13	5	2	5	0
symcomp11667	2	15	2	4	3	0
symcomp11668	0	2	0	0	0	0
symcomp11671	2	11	4	10	4	0
symcomp11673	3	27	3	1	5	0
symcomp11674	0	0	0	0	3	0
symcomp11677	0	0	0	0	0	0
symcomp11679	0	0	0	0	0	0
symcomp11683	1	4	1	1	2	0
symcomp11684	12	34	9	64	24	4
symcomp11685	0	0	0	0	0	0
symcomp11686	4	23	10	3	6	0
symcomp11687	0	0	0	0	0	0
symcomp11689	3	13	0	13	10	0
symcomp11692	0	0	0	0	0	0
symcomp11693	0	0	0	0	0	0
symcomp11695	0	0	0	0	0	0
symcomp11696	1	3	1	1	0	0
symcomp116983	0	0	0	1	0	0
symcomp11699	0	0	0	0	0	0
symcomp117	0	1	0	0	0	0
symcomp11704	0	0	0	0	0	0
symcomp11707	0	0	0	0	0	0
symcomp11708	0	6	5	1	1	0
symcomp11709	0	0	0	0	0	0
symcomp11710	0	0	0	0	0	0
symcomp11712	10	52	10	11	10	0
symcomp11715	1	11	1	2	6	10
symcomp11717	7	24	6	18	5	0
symcomp11723	2	6	4	8	1	0
symcomp11724	0	0	1	0	0	0
symcomp11725	0	0	0	1	1	0
symcomp11727	0	0	0	0	0	0
symcomp11731	0	0	0	0	0	0
symcomp11733	0	3	0	1	3	0
symcomp11737	0	0	1	0	4	0
symcomp11740	5	5	0	1	3	0
symcomp11741	6	5	10	5	2	0
symcomp11745	0	2	1	4	1	1
symcomp11747	1	5	5	2	0	0
symcomp11748	10	20	2	21	12	5
symcomp11752	0	3	0	0	0	0
symcomp11753	0	0	0	0	0	0
symcomp11754	0	0	0	0	0	0
symcomp11758	0	7	2	1	3	0
symcomp1176	1	0	0	0	0	0
symcomp11762	8	66	19	68	31	6
symcomp11763	0	0	0	0	0	0
symcomp11766	10	7	11	18	3	1
symcomp11767	1	17	2	7	2	0
symcomp11772	0	0	0	0	0	0
symcomp11774	0	0	0	1	0	0
symcomp11775	4	4	9	15	4	0
symcomp11777	0	0	2	0	1	0
symcomp11780	1	9	2	5	3	0
symcomp11782	0	0	0	1	0	0
symcomp11785	7	7	1	2	0	0
symcomp11786	0	0	0	0	0	0
symcomp1179	0	0	0	0	0	0
symcomp11790	5	10	0	11	3	0
symcomp11792	0	0	0	0	0	0
symcomp11793	0	0	0	0	0	0
symcomp11795	0	0	0	1	0	0
symcomp11796	0	0	0	0	0	0
symcomp1180	0	0	0	0	0	0
symcomp11800	0	6	3	8	4	2
symcomp11802	0	0	0	0	0	0
symcomp11803	12	35	16	45	21	0
symcomp11804	1	2	0	0	2	0
symcomp11808	2	1	0	0	0	0
symcomp11809	10	6	3	26	17	2
symcomp1181	1	1	0	0	1	0
symcomp11810	0	0	0	0	0	0
symcomp11811	4	14	2	10	0	0
symcomp11818	0	1	0	0	0	0
symcomp11821	0	0	0	0	0	0
symcomp11822	2	26	7	61	16	1
symcomp11823	0	1	0	0	0	0
symcomp11826	2	13	2	7	1	2
symcomp11831	0	0	0	0	0	0
symcomp11832	0	0	0	0	0	0
symcomp11835	1	6	3	6	1	0
symcomp11836	5	2	3	3	4	0
symcomp11837	0	0	0	0	0	0
symcomp11841	0	6	3	0	1	0
symcomp11844	9	24	4	7	6	0
symcomp11849	0	0	0	0	0	0
symcomp11850	0	0	0	0	0	0
symcomp11851	1	0	1	2	0	0
symcomp11852	3	4	1	2	3	1
symcomp11854	1	2	0	0	0	0
symcomp11855	5	11	0	14	3	0
symcomp11856	1	5	3	6	1	0
symcomp11858	7	8	4	12	0	0
symcomp11859	1	0	0	0	0	0
symcomp11860	2	4	0	1	0	0
symcomp11862	0	0	0	0	0	0
symcomp11864	1	0	0	0	0	0
symcomp11866	8	70	28	35	14	1
symcomp11868	0	0	0	0	1	0
symcomp11869	0	0	0	0	0	0
symcomp11870	1	9	4	2	5	0
symcomp11872	0	1	0	0	0	0
symcomp11874	4	4	1	5	4	0
symcomp11875	0	0	0	0	0	0
symcomp11876	6	6	1	15	6	0
symcomp11877	3	8	1	3	8	0
symcomp11880	0	0	0	3	0	0
symcomp11881	1	8	3	8	8	0
symcomp11882	2	2	0	2	1	0
symcomp11884	10	7	5	3	0	0
symcomp11888	1	1	0	0	4	0
symcomp11889	0	0	0	0	0	0
symcomp11892	0	0	0	0	0	0
symcomp11894	0	0	1	0	0	0
symcomp11896	0	8	2	3	0	0
symcomp11901	0	2	0	0	0	0
symcomp11904	10	18	4	6	8	0
symcomp11905	2	2	0	2	1	0
symcomp11906	0	0	0	0	0	0
symcomp1191	0	0	0	0	0	0
symcomp11911	0	0	0	0	0	0
symcomp11912	2	6	5	7	2	0
symcomp11913	0	2	0	0	0	0
symcomp11915	2	0	4	6	4	0
symcomp11916	0	1	1	2	0	0
symcomp11917	3	13	5	21	6	0
symcomp11918	3	5	4	1	3	0
symcomp11920	3	5	2	16	9	1
symcomp11921	0	0	0	0	0	0
symcomp11922	5	31	5	7	3	0
symcomp11923	2	10	1	1	3	0
symcomp11924	0	0	0	0	0	0
symcomp11927	0	0	0	0	0	0
symcomp11928	0	0	0	0	0	0
symcomp11929	4	13	3	3	5	0
symcomp1193	0	1	1	3	1	1
symcomp11935	0	0	0	0	0	0
symcomp11938	0	0	0	0	0	0
symcomp11941	0	0	0	0	0	0
symcomp11942	5	0	0	7	0	0
symcomp11947	6	4	2	3	0	0
symcomp11950	1	2	0	4	4	5
symcomp11951	14	36	19	13	8	0
symcomp11952	0	0	0	0	0	0
symcomp11954	0	2	0	0	0	0
symcomp1196	0	1	1	2	1	0
symcomp11960	0	0	0	0	0	0
symcomp11963	0	0	0	0	0	0
symcomp11973	0	0	0	0	0	0
symcomp11974	6	7	5	14	13	1
symcomp11976	5	27	8	8	17	0
symcomp11978	0	0	0	0	0	0
symcomp11979	0	0	0	0	0	0
symcomp11981	0	7	3	0	0	0
symcomp11983	0	0	0	0	0	0
symcomp11985	2	17	6	13	3	0
symcomp11989	0	0	0	0	0	0
symcomp11991	0	0	0	0	0	0
symcomp11992	15	28	12	14	8	0
symcomp11993	8	9	9	7	13	0
symcomp11995	0	6	1	1	5	0
symcomp11997	0	0	0	0	0	0
symcomp12	0	0	0	1	0	0
symcomp12000	0	0	0	0	1	0
symcomp12004	0	0	0	1	0	0
symcomp12006	0	0	0	0	0	0
symcomp12007	1	0	0	0	0	0
symcomp12011	0	0	0	1	0	0
symcomp12013	5	10	2	9	6	0
symcomp12014	4	6	4	10	9	0
symcomp12018	0	0	0	1	0	0
symcomp12025	6	4	1	10	4	0
symcomp120251	0	0	0	0	0	1
symcomp12026	0	0	0	0	0	0
symcomp12027	2	3	0	10	0	0
symcomp12028	0	7	1	1	1	0
symcomp12029	2	13	4	10	5	0
symcomp12031	3	11	2	7	0	0
symcomp12032	0	0	0	3	0	0
symcomp12033	5	7	4	12	6	2
symcomp12034	0	0	0	0	0	0
symcomp12039	23	58	25	66	30	5
symcomp12040	5	6	5	42	26	2
symcomp12044	0	0	0	0	0	0
symcomp12045	6	24	5	11	14	16
symcomp12047	3	1	1	2	3	0
symcomp12048	8	26	10	19	11	0
symcomp12049	3	8	2	1	0	11
symcomp12051	5	6	7	4	2	2
symcomp12056	0	0	0	0	0	0
symcomp12057	11	13	0	1	0	0
symcomp12063	0	0	0	0	0	0
symcomp12064	6	21	7	15	16	0
symcomp12068	1	6	0	5	1	0
symcomp12070	0	0	0	0	0	0
symcomp12072	27	51	15	45	35	0
symcomp12074	4	67	4	27	17	0
symcomp12075	5	18	4	7	1	0
symcomp12076	0	0	2	0	0	0
symcomp12077	0	1	0	0	0	0
symcomp12079	0	0	0	0	0	0
symcomp12083	0	2	0	4	0	1
symcomp12085	1	9	1	9	4	2
symcomp12089	0	0	0	0	0	0
symcomp12093	0	0	0	0	0	0
symcomp12094	1	18	4	14	8	0
symcomp12095	0	2	0	0	0	0
symcomp12096	0	0	0	0	0	0
symcomp12099	14	42	16	51	23	0
symcomp12100	5	8	6	5	4	0
symcomp12101	4	9	6	15	10	0
symcomp12102	0	0	0	0	0	0
symcomp12104	0	1	0	0	0	0
symcomp12108	0	0	0	0	1	0
symcomp12111	0	0	0	0	1	0
symcomp12113	1	0	0	0	0	0
symcomp12114	0	0	0	0	0	0
symcomp12116	3	0	0	1	6	0
symcomp12117	1	10	1	1	1	0
symcomp12118	2	10	1	6	2	0
symcomp12119	7	7	2	10	13	0
symcomp12122	36	52	9	31	18	8
symcomp12124	6	27	12	21	12	0
symcomp12126	0	0	0	0	0	0
symcomp12128	0	0	0	0	0	0
symcomp12130	0	0	0	0	0	0
symcomp12131	0	3	3	4	4	0
symcomp12132	3	8	3	4	3	0
symcomp12133	3	8	4	7	0	0
symcomp12134	2	2	2	1	2	0
symcomp12135	1	4	4	5	5	0
symcomp12136	0	0	0	0	0	6
symcomp12137	30	26	17	79	30	5
symcomp12138	0	0	0	0	0	0
symcomp12139	14	40	6	12	17	1
symcomp12140	0	5	0	5	2	0
symcomp12142	0	0	0	0	0	0
symcomp12143	1	0	0	0	0	0
symcomp12144	0	0	0	0	0	0
symcomp12145	0	0	0	0	0	0
symcomp12147	1	1	0	3	0	0
symcomp12151	3	15	6	4	5	0
symcomp12154	0	4	1	12	1	5
symcomp12157	5	17	5	14	5	0
symcomp12161	1	1	0	0	0	0
symcomp12165	1	2	0	1	3	0
symcomp12166	1	0	0	0	0	0
symcomp12167	4	8	2	1	9	0
symcomp12168	5	7	2	2	3	0
symcomp12170	0	1	2	0	0	0
symcomp12171	7	13	3	4	4	0
symcomp12173	2	2	0	0	0	0
symcomp12177	0	0	2	2	0	0
symcomp12178	0	0	0	0	0	0
symcomp12184	0	2	0	0	0	0
symcomp12187	0	0	0	0	0	0
symcomp12188	0	3	0	0	0	0
symcomp12189	0	0	0	0	0	0
symcomp12190	0	1	0	0	0	0
symcomp12193	0	0	0	0	1	0
symcomp12194	0	0	0	0	3	0
symcomp12195	3	10	3	9	1	0
symcomp12197	0	0	0	0	0	0
symcomp12198	0	1	1	0	0	0
symcomp12199	1	6	2	3	4	0
symcomp12203	0	3	1	7	1	0
symcomp12205	7	30	8	26	6	0
symcomp12206	0	0	0	0	0	0
symcomp12207	0	0	0	0	0	0
symcomp12208	0	0	0	0	2	0
symcomp12210	0	0	0	0	0	0
symcomp12211	17	11	3	6	4	0
symcomp12212	1	12	11	13	5	0
symcomp12214	2	3	3	5	1	0
symcomp12217	110	40	28	74	27	8
symcomp12218	0	0	0	0	0	0
symcomp12221	0	0	0	0	0	0
symcomp12223	10	14	7	13	7	0
symcomp12224	1	0	0	0	0	0
symcomp12226	0	0	0	0	0	0
symcomp12231	0	0	0	0	0	0
symcomp12232	3	20	9	11	4	0
symcomp12233	0	0	0	0	0	0
symcomp12235	5	27	0	20	10	1
symcomp12238	0	0	0	0	1	0
symcomp12239	0	0	0	0	0	0
symcomp12241	8	5	6	21	9	0
symcomp12242	1	1	0	0	0	0
symcomp12243	0	0	0	0	0	0
symcomp12244	0	0	0	0	0	0
symcomp12246	0	0	0	0	0	0
symcomp12247	0	0	0	0	1	0
symcomp12249	10	48	45	212	64	10
symcomp12251	10	9	11	1	5	0
symcomp12252	3	2	8	5	2	0
symcomp12253	1	1	0	1	0	0
symcomp12254	0	4	4	1	0	0
symcomp12255	0	1	0	0	0	0
symcomp122556	0	1	0	0	0	0
symcomp12256	7	16	1	14	4	0
symcomp12266	0	0	0	0	0	0
symcomp1227	0	0	0	0	0	0
symcomp12270	7	15	8	19	6	0
symcomp12271	0	0	0	0	0	0
symcomp12272	3	1	1	0	0	0
symcomp12273	5	6	3	26	12	1
symcomp12276	0	0	0	0	0	0
symcomp12281	0	0	0	1	0	0
symcomp12282	2	2	0	0	0	0
symcomp12283	2	0	0	0	0	0
symcomp12284	3	6	3	5	4	3
symcomp12287	3	9	0	4	4	0
symcomp12289	0	0	0	0	0	0
symcomp12293	0	0	0	1	1	0
symcomp12294	0	3	1	3	5	0
symcomp12295	3	3	6	13	11	1
symcomp12296	4	15	8	10	7	5
symcomp12297	0	4	5	5	0	0
symcomp12298	0	0	0	2	0	0
symcomp12300	0	0	0	1	0	0
symcomp12301	2	0	0	2	0	0
symcomp12303	0	4	0	0	0	0
symcomp12305	3	4	0	3	4	0
symcomp12306	0	0	0	0	1	0
symcomp12308	0	0	0	0	0	0
symcomp12312	0	0	0	0	0	0
symcomp12313	15	10	4	9	9	0
symcomp12314	0	1	0	0	0	0
symcomp12315	4	11	11	15	2	2
symcomp12317	9	12	7	23	5	0
symcomp12318	0	0	0	0	0	0
symcomp12322	6	29	5	17	3	4
symcomp12323	8	6	0	0	2	0
symcomp12324	3	1	0	2	0	0
symcomp12328	0	0	0	0	0	0
symcomp12329	0	2	0	0	0	0
symcomp12330	7	30	12	4	3	0
symcomp12331	7	29	1	12	18	1
symcomp12334	8	38	32	68	28	1
symcomp12337	0	0	0	0	0	0
symcomp12342	0	1	0	2	0	0
symcomp12344	0	0	1	1	1	0
symcomp12345	0	7	2	0	2	0
symcomp12346	0	0	0	0	0	0
symcomp12347	1	0	0	0	0	0
symcomp12349	21	32	8	13	3	0
symcomp12350	0	0	1	0	0	0
symcomp12352	2	15	0	9	3	0
symcomp12356	6	13	9	10	6	0
symcomp12360	0	0	0	0	0	0
symcomp12362	4	10	21	13	5	1
symcomp12363	0	0	0	0	0	0
symcomp12364	0	1	1	1	0	0
symcomp12366	0	0	0	1	0	0
symcomp12368	0	0	0	0	0	0
symcomp12369	52	105	52	86	22	0
symcomp12371	0	0	0	0	0	0
symcomp12373	1	3	1	0	2	0
symcomp12374	7	13	6	20	13	0
symcomp12380	0	0	0	0	0	0
symcomp12381	9	15	11	17	9	0
symcomp12383	8	24	10	20	7	0
symcomp12384	0	0	0	0	0	0
symcomp12385	3	4	1	5	5	0
symcomp12388	0	0	0	1	0	1
symcomp12389	2	17	7	4	2	0
symcomp12390	0	0	0	0	0	0
symcomp12400	0	0	0	0	0	0
symcomp12402	0	0	0	0	0	0
symcomp12407	2	7	5	3	1	0
symcomp12413	0	7	0	2	3	0
symcomp12414	0	0	5	0	0	0
symcomp12416	0	0	0	0	0	0
symcomp12417	3	4	2	5	2	0
symcomp12420	4	24	3	9	4	1
symcomp12422	17	12	2	10	4	0
symcomp12423	0	0	0	0	2	0
symcomp12424	0	3	6	2	0	0
symcomp12426	5	15	4	27	7	0
symcomp12427	2	7	3	5	4	2
symcomp12430	3	3	0	0	0	0
symcomp12431	6	40	5	23	16	0
symcomp12433	0	0	0	0	0	0
symcomp12434	2	12	5	5	7	0
symcomp12436	0	1	0	0	0	0
symcomp12439	0	15	9	7	3	0
symcomp12441	1	16	11	2	0	0
symcomp12443	0	0	3	0	0	0
symcomp12445	0	1	0	0	0	0
symcomp12446	0	0	0	0	0	0
symcomp12447	3	0	2	0	1	0
symcomp12448	4	6	8	3	4	1
symcomp12449	1	2	0	1	3	0
symcomp12451	0	0	0	0	0	0
symcomp12454	0	1	1	0	0	0
symcomp12456	1	11	5	3	3	0
symcomp12461	0	12	2	3	1	0
symcomp12466	0	0	0	0	0	0
symcomp12467	3	8	0	8	2	0
symcomp12468	0	0	0	0	0	0
symcomp12469	0	0	0	0	0	0
symcomp12471	0	2	0	3	0	0
symcomp12473	2	2	3	2	1	0
symcomp12475	0	0	0	0	1	0
symcomp12477	0	2	0	0	0	0
symcomp12478	3	17	5	9	4	0
symcomp12479	0	0	0	0	0	0
symcomp12480	0	0	0	0	0	0
symcomp12481	0	0	0	0	0	0
symcomp12488	18	69	15	102	63	5
symcomp12490	0	0	0	0	0	0
symcomp12493	0	4	1	5	0	0
symcomp12494	3	14	2	4	2	0
symcomp12495	1	4	2	8	11	0
symcomp12497	0	18	0	4	3	0
symcomp12499	9	41	20	4	2	0
symcomp12500	0	5	0	0	0	0
symcomp12501	5	17	4	18	11	0
symcomp12503	0	1	0	0	0	0
symcomp12505	0	1	4	0	0	0
symcomp12507	0	0	0	0	0	0
symcomp12508	0	0	0	0	0	0
symcomp12510	0	0	0	0	0	0
symcomp12511	4	11	6	8	5	0
symcomp12512	0	3	0	2	0	0
symcomp12515	0	0	0	0	0	0
symcomp12516	18	37	13	20	2	0
symcomp12522	0	0	1	0	0	0
symcomp12527	0	3	0	0	0	0
symcomp12532	0	27	10	33	7	0
symcomp12535	8	17	8	18	4	0
symcomp12537	5	17	0	5	5	0
symcomp12541	0	0	0	0	0	0
symcomp12545	0	0	0	0	0	0
symcomp12546	0	4	0	0	0	0
symcomp12547	0	2	0	1	0	0
symcomp12550	23	163	31	48	17	0
symcomp12551	3	3	3	12	5	0
symcomp12553	0	0	0	0	0	0
symcomp12558	0	1	0	0	0	0
symcomp12560	3	0	2	0	3	0
symcomp12562	0	0	1	0	0	0
symcomp12563	1	10	2	10	6	0
symcomp12566	0	0	0	0	1	0
symcomp12567	0	2	0	0	0	0
symcomp12568	10	19	6	26	6	0
symcomp12569	31	10	9	18	12	2
symcomp12571	0	0	0	0	0	0
symcomp12572	0	0	0	0	0	0
symcomp12573	0	0	0	0	0	0
symcomp12574	0	1	0	0	0	0
symcomp12576	0	0	0	0	0	0
symcomp125769	1	0	0	1	0	0
symcomp12578	1	1	0	0	0	0
symcomp12579	1	14	3	8	4	0
symcomp12580	0	0	0	0	0	0
symcomp12582	0	0	0	0	0	0
symcomp12583	3	9	5	3	7	0
symcomp12585	3	4	5	7	9	0
symcomp12587	1	5	1	5	4	0
symcomp12588	10	24	6	19	15	0
symcomp12594	12	15	9	3	0	0
symcomp12595	5	15	1	6	6	0
symcomp12596	0	2	2	0	0	0
symcomp12597	7	28	7	9	6	0
symcomp12598	11	102	20	45	18	11
symcomp12600	1	5	5	6	0	0
symcomp12601	0	0	0	0	0	0
symcomp12602	0	0	0	0	0	0
symcomp12604	1	4	0	4	1	0
symcomp12605	1	17	10	6	4	1
symcomp12607	10	14	4	12	7	0
symcomp12608	0	0	0	0	0	0
symcomp12610	7	14	6	27	5	0
symcomp12611	0	0	0	0	0	0
symcomp12612	6	3	0	2	0	0
symcomp12613	0	2	0	0	0	0
symcomp12614	1	2	0	0	0	0
symcomp12618	4	19	0	5	4	0
symcomp12619	3	12	3	20	11	0
symcomp12620	1	0	1	0	0	0
symcomp12621	0	6	0	3	0	0
symcomp12623	2	4	5	9	4	0
symcomp12625	7	22	4	31	15	3
symcomp12628	0	0	0	0	1	0
symcomp12630	0	1	0	0	0	0
symcomp12632	0	3	0	0	0	0
symcomp12634	0	2	0	0	0	0
symcomp12636	0	0	0	0	0	0
symcomp12637	5	35	4	6	8	0
symcomp12638	0	0	0	0	0	0
symcomp12641	2	13	7	4	0	0
symcomp12642	2	10	1	2	1	0
symcomp12646	1	5	2	3	7	4
symcomp12648	0	0	0	0	0	0
symcomp12651	0	0	0	0	0	0
symcomp12653	3	11	2	1	1	0
symcomp12657	28	84	22	44	27	0
symcomp12663	10	9	1	11	5	0
symcomp12664	3	11	1	2	0	0
symcomp12665	1	6	2	11	4	1
symcomp12666	15	12	10	25	18	0
symcomp12667	6	3	4	3	4	0
symcomp12668	1	13	8	17	8	3
symcomp12671	0	0	2	0	0	0
symcomp12673	6	41	8	8	3	0
symcomp12677	0	0	1	0	0	0
symcomp12678	0	0	0	0	0	0
symcomp12679	8	12	4	24	10	0
symcomp12681	10	45	17	54	24	4
symcomp12682	3	11	0	7	7	1
symcomp1269	0	0	0	0	0	0
symcomp12699	8	3	5	6	2	0
symcomp12701	1	24	9	2	0	0
symcomp12702	2	6	6	10	8	2
symcomp12707	0	0	0	0	0	0
symcomp12708	4	5	2	2	1	0
symcomp12710	1	5	4	15	5	0
symcomp12711	5	10	7	10	2	0
symcomp12712	15	22	4	19	12	0
symcomp12713	1	0	0	1	0	0
symcomp12716	12	24	7	12	9	1
symcomp12717	0	0	0	0	0	0
symcomp12718	0	0	0	0	0	0
symcomp12719	0	0	0	0	0	0
symcomp12723	4	14	18	24	8	0
symcomp12725	0	0	0	0	0	0
symcomp12726	0	0	0	0	0	0
symcomp12729	0	2	0	0	0	0
symcomp12732	0	0	0	0	0	0
symcomp12733	2	12	2	16	2	0
symcomp12734	0	0	0	0	0	0
symcomp12736	2	1	8	4	0	0
symcomp12737	0	0	0	0	0	0
symcomp12740	12	29	3	12	9	0
symcomp12741	8	2	1	15	15	0
symcomp12745	0	0	0	0	0	0
symcomp12746	0	1	0	3	0	0
symcomp12751	4	24	6	4	9	0
symcomp12752	2	1	1	0	0	0
symcomp12753	0	0	0	0	0	0
symcomp12754	3	7	6	3	3	0
symcomp12755	0	0	0	0	0	0
symcomp12756	17	78	16	27	9	0
symcomp12757	11	25	10	16	10	0
symcomp12758	0	0	0	0	0	0
symcomp12759	0	0	4	0	2	0
symcomp12761	8	73	14	47	40	0
symcomp12768	0	0	0	0	0	0
symcomp1277	0	0	1	0	0	0
symcomp12772	0	2	0	3	0	0
symcomp12773	1	0	0	0	0	0
symcomp12774	2	5	4	5	3	1
symcomp12777	2	8	0	5	3	0
symcomp12783	7	9	3	5	15	1
symcomp12784	1	0	0	1	0	0
symcomp12785	1	0	0	1	0	0
symcomp12790	0	0	0	0	0	0
symcomp12793	0	0	0	0	0	0
symcomp12797	3	12	1	7	10	5
symcomp12798	1	1	2	2	1	0
symcomp12799	4	1	1	8	10	3
symcomp128	0	0	0	0	0	0
symcomp12800	0	2	1	1	0	0
symcomp12801	3	0	0	0	0	0
symcomp12802	12	9	5	5	11	0
symcomp12803	0	0	0	0	0	0
symcomp12807	9	16	12	6	8	0
symcomp12808	0	0	0	0	0	0
symcomp12809	0	0	0	0	0	0
symcomp12810	3	4	0	1	0	0
symcomp12811	65	70	42	103	71	4
symcomp12815	2	8	0	6	4	1
symcomp12823	0	3	2	8	4	0
symcomp12829	10	18	3	9	0	0
symcomp12830	3	0	0	0	3	0
symcomp12832	2	4	1	2	0	0
symcomp12833	0	0	0	0	0	0
symcomp12834	0	5	3	7	7	0
symcomp12836	0	1	0	0	0	0
symcomp12837	0	0	0	0	0	0
symcomp12838	0	0	0	0	0	0
symcomp12840	2	4	1	5	7	0
symcomp12844	2	18	3	10	6	0
symcomp12847	12	62	20	23	6	0
symcomp12848	0	0	0	0	0	0
symcomp12850	0	0	0	0	0	0
symcomp12858	0	4	5	8	5	0
symcomp12861	0	2	3	2	3	0
symcomp12864	2	6	2	8	3	1
symcomp12866	0	0	1	0	0	0
symcomp12867	0	0	2	5	3	0
symcomp12868	7	12	6	11	5	0
symcomp12870	0	1	1	0	1	0
symcomp12871	5	7	1	5	2	1
