	NN1	NN2	NN3	UU1	UU2	UU3
SPU_004495	135	159	153	142	109	99
SPU_018489	93	86	115	78	48	51
SPU_016914	4	9	5	0	0	0
SPU_021680	63	57	78	80	57	46
SPU_001900	17	33	15	24	38	17
SPU_020672	10	6	6	5	5	6
SPU_008736	49	52	43	38	28	19
SPU_025275	310	260	291	307	261	245
SPU_020673	1	3	8	2	1	4
SPU_012436	0	0	0	0	0	0
SPU_012434	0	0	0	0	0	0
SPU_012438	0	0	0	0	0	0
SPU_012437	0	0	0	1	0	0
SPU_012435	0	0	0	0	0	0
SPU_004568	0	0	0	0	0	0
SPU_024295	11	14	9	22	3	2
SPU_024294	351	372	400	378	306	357
SPU_020663	0	4	7	3	2	2
SPU_001927	502	442	512	454	333	270
SPU_005564	0	0	0	0	0	0
SPU_005563	0	0	1	0	0	0
SPU_005562	0	0	0	0	0	1
SPU_005561	45	25	36	28	31	11
SPU_012494	324	363	424	133	218	177
SPU_012489	221	193	189	183	172	122
SPU_012493	99	56	72	68	48	37
SPU_012492	94	110	97	86	57	87
SPU_004045	48	73	93	42	47	30
SPU_015733	0	0	0	0	0	0
SPU_028416	3680	3737	3502	3977	3208	2387
SPU_009571	0	0	0	0	0	0
SPU_007904	0	0	0	0	0	0
SPU_013978	0	0	0	0	0	0
SPU_004428	1	6	0	1	0	0
SPU_020291	0	0	1	0	0	0
SPU_015581	0	3	1	5	5	3
SPU_015001	0	0	0	0	0	0
SPU_015273	0	0	0	0	0	0
SPU_012354	0	0	0	0	0	0
SPU_004931	0	0	0	0	0	0
SPU_000406	1	0	0	0	0	0
SPU_025433	0	0	0	0	0	0
SPU_010122	0	1	2	0	1	0
SPU_025430	2	0	0	0	0	0
SPU_025429	0	0	0	0	0	0
SPU_017610	3	0	0	0	0	2
SPU_006043	17	21	16	16	21	5
SPU_006042	37	48	48	91	72	48
SPU_006041	14	25	28	9	13	6
SPU_003164	41	29	32	31	20	14
SPU_013964	0	0	1	0	0	0
SPU_006037	52	35	49	46	46	18
SPU_012462	35	65	84	20	33	28
SPU_005680	46	32	43	37	18	16
SPU_005679	104	115	106	117	88	110
SPU_005681	53	43	62	59	45	18
SPU_020280	10	3	4	7	4	4
SPU_015453	42	49	46	48	25	27
SPU_015455	73	67	72	64	64	40
SPU_015454	86	101	90	90	74	56
SPU_018484	15	16	12	20	13	5
SPU_020129	0	3	5	0	1	1
SPU_000994	0	3	1	0	3	0
SPU_004389	2	2	1	0	3	1
SPU_023961	11	17	6	9	18	1
SPU_018299	13	16	8	12	6	1
SPU_018300	143	185	203	198	111	77
SPU_014646	61	43	43	66	50	30
SPU_014651	0	0	0	1	0	0
SPU_014647	0	0	0	0	0	1
SPU_014650	0	0	0	0	0	0
SPU_018301	0	0	0	0	0	0
SPU_014649	0	0	0	2	1	0
SPU_024977	0	0	0	0	0	0
SPU_024978	0	0	0	0	0	0
SPU_014648	0	0	0	0	0	0
SPU_008571	8	12	7	11	6	10
SPU_001150	0	0	0	0	0	0
SPU_021461	3	0	1	6	4	3
SPU_025266	2	1	4	1	1	0
SPU_028560	0	0	0	0	1	0
SPU_013765	0	7	1	0	0	1
ENSRNA022742576	0	0	0	0	0	0
SPU_013766	0	0	0	0	0	0
SPU_018230	0	0	0	0	0	0
SPU_003362	68	67	100	68	53	42
SPU_022308	114	92	116	63	68	74
SPU_022309	1948	1811	2031	1881	1617	925
SPU_001872	1	0	0	0	0	0
SPU_013911	0	0	0	0	0	0
SPU_030062	0	0	0	0	0	0
SPU_010577	0	2	1	7	3	9
SPU_014503	19	27	7	25	13	13
SPU_000896	26	8	29	6	11	11
SPU_007335	2	6	3	4	0	7
SPU_007334	35	28	25	68	48	57
SPU_007336	9	5	4	2	0	0
SPU_025175	56	30	39	38	19	28
SPU_004939	24	12	15	17	13	11
SPU_010446	18	10	13	14	9	6
SPU_026422	0	0	0	0	0	0
SPU_027386	0	0	0	0	0	0
SPU_012671	36	33	50	37	42	48
SPU_011133	144	146	133	74	69	50
SPU_015876	212	182	179	166	153	84
SPU_014786	0	0	0	0	0	0
SPU_016189	80	81	73	58	41	22
SPU_015347	8	4	9	1	2	5
SPU_001922	0	0	0	0	0	0
SPU_013184	446	453	470	422	439	272
SPU_013183	1317	1517	1379	1376	1502	1591
SPU_028641	0	3	0	0	0	1
SPU_028150	1199	1220	1296	1168	928	734
SPU_028149	788	818	842	905	822	675
SPU_000895	29	23	19	22	21	11
SPU_014964	13	6	16	11	7	10
SPU_027755	3	2	0	0	0	2
SPU_008594	0	1	0	0	0	0
SPU_003275	8	4	9	19	12	6
SPU_027442	26	14	22	29	18	14
SPU_020859	9	15	10	11	3	5
SPU_008792	68	53	56	47	65	42
SPU_001552	68	50	50	70	70	38
SPU_011253	777	816	852	872	670	597
SPU_008809	0	0	0	0	0	0
SPU_011255	0	0	0	1	0	0
SPU_011254	52	69	48	41	48	48
SPU_021372	6	5	8	3	8	1
SPU_005460	25	29	48	16	18	18
SPU_019988	0	1	1	0	2	1
SPU_005352	60	62	70	86	41	29
SPU_000608	0	3	1	2	3	4
SPU_005234	21	26	81	34	33	16
SPU_005235	66	62	53	65	57	60
SPU_016919	6	8	6	7	8	5
SPU_016918	374	417	541	289	199	125
ENSRNA022743376	0	0	0	0	0	0
ENSRNA022743378	0	0	0	0	0	0
ENSRNA022743396	0	0	0	0	0	0
ENSRNA022743392	0	0	0	0	0	0
ENSRNA022743385	0	0	0	0	0	0
ENSRNA022743390	0	0	0	0	0	0
ENSRNA022743381	0	0	0	0	0	0
SPU_004224	82	51	75	68	63	37
SPU_004219	284	218	260	272	224	208
SPU_004220	2323	2467	2465	2487	2045	1645
SPU_004223	675	579	681	458	319	181
SPU_004221	4	2	1	5	0	1
SPU_004222	304	300	309	276	203	167
SPU_009824	0	2	2	2	4	1
SPU_011936	0	0	0	0	0	0
SPU_021608	3045	3326	3338	3370	3100	2683
SPU_015712	1471	1613	1642	1361	1038	1048
SPU_002428	465	426	502	478	333	274
SPU_027253	0	2	0	0	0	0
SPU_028669	0	0	0	0	0	0
SPU_009471	0	2	4	8	2	4
SPU_022141	66	40	78	68	60	60
SPU_027913	5	4	8	12	11	4
SPU_002510	181	211	206	192	145	90
SPU_002511	89	98	101	84	71	51
SPU_002512	233	220	261	199	173	135
SPU_002529	444	450	445	387	303	204
SPU_002528	253	283	277	252	184	163
SPU_005428	48	52	42	51	32	26
SPU_005429	15	6	12	24	32	11
SPU_005430	10	9	6	17	5	3
SPU_005431	17	11	10	11	20	4
SPU_005432	0	4	0	0	2	0
SPU_002513	2	1	1	1	0	0
SPU_002514	2	2	1	1	0	0
SPU_002527	0	0	1	1	0	1
SPU_002526	0	3	0	0	0	0
SPU_002515	1765	1767	1747	1509	1359	1161
SPU_026681	0	0	0	0	0	0
SPU_026682	0	0	4	1	0	0
SPU_026680	5	6	1	0	0	2
SPU_024861	30	36	33	20	20	20
SPU_001693	0	0	0	0	0	0
SPU_001908	0	0	0	0	0	0
SPU_002721	0	0	0	0	0	0
SPU_005535	0	0	0	0	0	0
SPU_009051	0	0	0	0	0	0
SPU_012033	0	0	0	0	0	0
SPU_014153	0	0	0	0	0	0
SPU_014870	0	0	0	0	0	0
SPU_016905	0	0	0	0	0	0
SPU_025050	0	0	0	0	0	0
SPU_028929	0	0	0	0	0	0
SPU_000466	0	0	0	0	0	0
SPU_000609	0	0	0	0	0	0
SPU_000833	0	0	0	0	0	0
SPU_000894	0	0	0	0	0	0
SPU_001635	0	0	0	0	0	0
SPU_002377	0	0	0	0	0	0
SPU_002577	0	0	0	0	0	0
SPU_002621	0	0	0	0	0	0
SPU_002805	0	0	0	0	0	0
SPU_005245	0	0	0	0	0	0
SPU_005934	0	0	0	0	0	0
SPU_007281	0	0	0	0	0	0
SPU_008232	0	0	0	0	0	0
SPU_008425	0	0	0	0	0	0
SPU_008451	0	0	0	0	0	0
SPU_008765	0	0	0	0	0	0
SPU_011373	0	0	0	0	0	0
SPU_012737	0	0	0	0	0	0
SPU_014033	0	0	0	0	0	0
SPU_014506	0	0	0	0	0	0
SPU_015686	0	0	0	0	0	0
SPU_016809	0	0	0	0	0	0
SPU_016951	0	0	0	0	0	0
SPU_018161	0	0	0	0	0	0
SPU_018700	0	0	0	0	0	0
SPU_018896	0	0	0	0	0	0
SPU_019122	0	0	0	0	0	0
SPU_019321	0	0	0	0	0	0
SPU_019619	0	0	0	0	0	0
SPU_019867	0	0	0	0	0	0
SPU_020285	0	0	0	0	0	0
SPU_020438	0	0	0	0	0	0
SPU_020439	0	0	0	0	0	0
SPU_020521	0	0	0	0	0	0
SPU_021756	0	0	0	0	0	0
SPU_022660	0	0	0	0	0	0
SPU_023533	0	0	0	0	0	0
SPU_023891	0	0	0	0	0	0
SPU_023940	0	0	0	0	0	0
SPU_024477	0	0	0	0	0	0
SPU_025562	0	0	0	0	0	0
SPU_027043	0	0	0	0	0	0
SPU_000445	0	0	0	0	0	0
SPU_003694	0	0	0	0	0	0
SPU_004339	0	0	0	0	0	0
SPU_020189	0	0	0	0	0	0
SPU_024585	0	0	0	0	0	0
SPU_005077	0	0	0	0	0	0
SPU_006734	0	0	0	0	0	0
SPU_010863	0	0	0	0	0	0
SPU_014988	0	0	0	0	0	0
SPU_015532	0	0	0	0	0	0
SPU_018034	0	0	0	0	0	0
SPU_028654	0	0	0	0	0	0
SPU_015646	0	0	0	0	0	0
SPU_005019	0	0	0	0	0	0
SPU_015871	0	0	0	0	0	0
SPU_008231	0	0	0	0	0	0
SPU_025148	0	0	0	0	0	0
SPU_004020	0	0	0	0	0	0
SPU_005897	0	0	0	0	0	0
SPU_016038	0	0	0	0	0	0
SPU_023994	0	0	0	0	0	0
SPU_003454	0	0	0	0	0	0
SPU_020913	0	0	0	0	0	0
SPU_003611	0	0	0	0	0	0
SPU_007637	0	0	0	0	0	0
SPU_000307	0	0	0	0	0	0
SPU_000474	0	0	0	0	0	0
SPU_000892	0	0	0	0	0	0
SPU_002486	0	0	0	0	0	0
SPU_002772	0	0	0	0	0	0
SPU_002828	0	0	0	0	0	0
SPU_002905	0	0	0	0	0	0
SPU_003576	0	0	0	0	0	0
SPU_005645	0	0	0	0	0	0
SPU_006563	0	0	0	0	0	0
SPU_007666	0	0	0	0	0	0
SPU_007835	0	0	0	0	0	0
SPU_009181	0	0	0	0	0	0
SPU_011743	0	0	0	0	0	0
SPU_012142	0	0	0	0	0	0
SPU_013389	0	0	0	0	0	0
SPU_013690	0	0	0	0	0	0
SPU_014085	0	0	0	0	0	0
SPU_014175	0	0	0	0	0	0
SPU_015261	0	0	0	0	0	0
SPU_015560	0	0	0	0	0	0
SPU_016236	0	0	0	0	0	0
SPU_016420	0	0	0	0	0	0
SPU_017399	0	0	0	0	0	0
SPU_017732	0	0	0	0	0	0
SPU_018526	0	0	0	0	0	0
SPU_018560	0	0	0	0	0	0
SPU_019977	0	0	0	0	0	0
SPU_020800	0	0	0	0	0	0
SPU_022188	0	0	0	0	0	0
SPU_025103	0	0	0	0	0	0
SPU_025417	0	0	0	0	0	0
SPU_025463	0	0	0	0	0	0
SPU_025602	0	0	0	0	0	0
SPU_025804	0	0	0	0	0	0
SPU_026462	0	0	0	0	0	0
SPU_026670	0	0	0	0	0	0
SPU_028062	0	0	0	0	0	0
SPU_002354	0	0	0	0	0	0
SPU_001637	0	0	0	0	0	0
SPU_008706	0	0	0	0	0	0
SPU_010037	0	0	0	0	0	0
SPU_018398	0	0	0	0	0	0
SPU_020352	0	0	0	0	0	0
SPU_023857	0	0	0	0	0	0
SPU_025109	0	0	0	0	0	0
SPU_021349	0	0	0	0	0	0
SPU_024550	0	0	0	0	0	0
SPU_000093	0	0	0	0	0	0
SPU_000306	0	0	0	0	0	0
SPU_000467	0	0	0	0	0	0
SPU_001111	0	0	0	0	0	0
SPU_001234	0	0	0	0	0	0
SPU_001553	0	0	0	0	0	0
SPU_001661	0	0	0	0	0	0
SPU_001961	0	0	0	0	0	0
SPU_002318	0	0	0	0	0	0
SPU_002502	0	0	0	0	0	0
SPU_003081	0	0	0	0	0	0
SPU_004281	0	0	0	0	0	0
SPU_004847	0	0	0	0	0	0
SPU_006062	0	0	0	0	0	0
SPU_006184	0	0	0	0	0	0
SPU_006480	0	0	0	0	0	0
SPU_006827	0	0	0	0	0	0
SPU_007002	0	0	0	0	0	0
SPU_008092	0	0	0	0	0	0
SPU_008925	0	0	0	0	0	0
SPU_009102	0	0	0	0	0	0
SPU_010166	0	0	0	0	0	0
SPU_010251	0	0	0	0	0	0
SPU_010558	0	0	0	0	0	0
SPU_010732	0	0	0	0	0	0
SPU_011590	0	0	0	0	0	0
SPU_011788	0	0	0	0	0	0
SPU_012030	0	0	0	0	0	0
SPU_012346	0	0	0	0	0	0
SPU_012718	0	0	0	0	0	0
SPU_012836	0	0	0	0	0	0
SPU_012916	0	0	0	0	0	0
SPU_013518	0	0	0	0	0	0
SPU_013548	0	0	0	0	0	0
SPU_014356	0	0	0	0	0	0
SPU_014675	0	0	0	0	0	0
SPU_014825	0	0	0	0	0	0
SPU_015193	0	0	0	0	0	0
SPU_016620	0	0	0	0	0	0
SPU_017565	0	0	0	0	0	0
SPU_017576	0	0	0	0	0	0
SPU_018699	0	0	0	0	0	0
SPU_019342	0	0	0	0	0	0
SPU_019660	0	0	0	0	0	0
SPU_019832	0	0	0	0	0	0
SPU_020583	0	0	0	0	0	0
SPU_021094	0	0	0	0	0	0
SPU_021848	0	0	0	0	0	0
SPU_022688	0	0	0	0	0	0
SPU_022751	0	0	0	0	0	0
SPU_023419.1	0	0	0	0	0	0
SPU_023699	0	0	0	0	0	0
SPU_024562	0	0	0	0	0	0
SPU_026158	0	0	0	0	0	0
SPU_026519	0	0	0	0	0	0
SPU_026911	0	0	0	0	0	0
SPU_027190	0	0	0	0	0	0
SPU_027569	0	0	0	0	0	0
SPU_028350	0	0	0	0	0	0
SPU_028515	0	0	0	0	0	0
SPU_028815	0	0	0	0	0	0
SPU_018089	0	0	0	0	0	0
SPU_016985	0	0	0	0	0	0
SPU_001375	0	0	0	0	0	0
SPU_002362	0	0	0	0	0	0
SPU_005943	0	0	0	0	0	0
SPU_008729	0	0	0	0	0	0
SPU_009779	0	0	0	0	0	0
SPU_012796	0	0	0	0	0	0
SPU_015236	0	0	0	0	0	0
SPU_016072	0	0	0	0	0	0
SPU_016281	0	0	0	0	0	0
SPU_019093	0	0	0	0	0	0
SPU_021730	0	0	0	0	0	0
SPU_022453	0	0	0	0	0	0
SPU_026812	0	0	0	0	0	0
SPU_006205	3	5	3	3	5	2
SPU_001759.2	0	0	0	0	0	0
SPU_014169	0	0	0	0	0	0
SPU_006695	0	0	0	0	0	0
SPU_028440	1	0	0	0	0	0
SPU_009492	0	0	0	0	0	0
SPU_012387	0	0	0	0	0	0
SPU_024254	0	0	0	0	0	0
SPU_025387	0	0	0	0	0	0
SPU_026420	0	0	0	0	0	0
SPU_026642	0	0	0	0	0	0
SPU_026749	0	0	0	0	0	0
SPU_004693	0	0	0	0	0	0
SPU_002683	0	0	0	0	0	0
SPU_012220	0	0	0	0	0	0
SPU_018058	0	0	0	0	0	0
SPU_018349	0	0	0	0	0	0
SPU_000238	0	0	0	0	0	0
SPU_001565	0	0	0	0	0	0
SPU_002822	0	0	0	0	0	0
SPU_002867	0	0	0	0	0	0
SPU_004191	0	0	0	0	0	0
SPU_005923	0	0	0	0	0	0
SPU_012571	0	0	0	0	0	0
SPU_013691	0	0	0	0	0	0
SPU_017595	0	0	0	0	0	0
SPU_018424	0	0	0	0	0	0
SPU_019037	0	0	0	0	0	0
SPU_019246	0	0	0	0	0	0
SPU_020433	0	0	0	0	0	0
SPU_020553	0	0	0	0	0	0
SPU_026754	0	0	0	0	0	0
SPU_027950	0	0	0	0	0	0
SPU_028648	0	0	0	0	0	0
SPU_000366	0	0	0	0	0	0
SPU_002067	0	0	0	0	0	0
SPU_015602	0	0	0	0	0	0
SPU_008044	0	0	0	0	0	0
SPU_000464	0	0	0	0	0	0
SPU_018569	0	0	0	0	0	0
SPU_023419.2	0	0	0	0	0	0
SPU_028658	0	0	0	0	0	0
SPU_001509	0	0	0	0	0	0
SPU_001759.1	0	0	0	0	0	0
SPU_023748	0	0	0	0	0	0
SPU_010207	0	0	0	1	0	1
SPU_010206	454	579	566	482	432	471
SPU_023706	0	0	0	0	0	0
SPU_023705	0	0	0	0	0	0
SPU_010205	2	1	0	0	0	1
SPU_010204	0	0	0	0	0	0
SPU_019928	0	0	0	0	0	0
SPU_018626	111	114	127	126	88	65
SPU_003928	61	59	65	79	68	52
SPU_018605	34	17	16	29	15	14
SPU_012956	19	20	19	24	16	13
SPU_016475	0	0	2	0	0	1
ENSRNA022744506	0	0	0	0	0	0
SPU_023406	0	0	0	0	0	0
SPU_025933	14	12	8	15	6	4
SPU_025928	138	112	170	117	56	69
SPU_025932	0	0	0	0	0	0
SPU_022772	0	0	0	1	0	0
SPU_022773	1	1	0	2	0	2
SPU_022774	0	0	3	0	0	0
SPU_025929	6	13	8	3	1	0
SPU_025931	12	25	25	22	12	9
SPU_021271	50	52	31	30	21	23
SPU_003371	2	2	2	5	0	3
SPU_003373	0	0	0	0	0	0
SPU_003372	0	0	0	0	0	0
SPU_003332	0	0	0	0	0	0
SPU_027151	2	0	0	0	1	0
SPU_030035	2	0	0	0	1	0
SPU_021273	0	0	0	0	0	0
SPU_021274	2	4	4	6	2	4
SPU_001047	6	1	7	9	3	2
SPU_004955	25	23	25	9	4	15
SPU_004952	2	9	2	1	3	4
SPU_010190	152	198	163	161	150	132
SPU_010189	17	18	11	27	11	14
SPU_014739	18	16	7	17	29	11
SPU_023606	0	0	0	0	2	0
SPU_000605	1	0	0	0	0	0
SPU_023607	0	2	2	2	5	2
SPU_011463	0	0	1	1	1	0
SPU_011466	99	114	108	90	74	56
SPU_011464	50	31	36	35	20	15
SPU_024005	13	16	23	27	36	33
SPU_017014	8	12	23	29	23	23
SPU_017015	45	48	48	56	65	66
SPU_012742	1	1	0	1	0	0
SPU_012741	4	7	5	0	0	1
SPU_028067	7	10	5	2	0	2
SPU_017017	0	0	0	0	0	0
SPU_015219	0	1	2	1	4	0
SPU_015220	0	3	1	1	1	4
SPU_022998	0	0	3	1	0	1
SPU_022999	0	0	0	0	0	0
SPU_023000	0	0	0	0	0	0
SPU_028400	1	1	1	0	0	0
SPU_019118	1424	1330	1489	1456	1391	1146
SPU_019117	63	64	47	74	35	28
SPU_006138	3	0	2	0	1	3
SPU_002874	238	214	202	149	119	99
SPU_004409	2	0	0	2	1	2
ENSRNA022742486	13	9	9	13	11	8
SPU_021239	71	49	62	51	49	29
SPU_021238	165	146	157	150	135	128
SPU_018456	35	35	41	33	35	15
SPU_017796	9	12	5	4	9	2
SPU_011210	20	23	18	17	29	11
SPU_012439	28	16	19	24	25	14
SPU_028896	270	242	271	294	232	146
SPU_016462	1	3	4	5	1	5
SPU_028897	9	14	11	15	17	11
SPU_027905	2	0	1	0	0	0
SPU_018164	18	9	30	31	28	10
SPU_001929	271	267	271	265	185	190
SPU_001931	0	0	1	0	0	0
SPU_001930	6	3	7	5	0	3
SPU_001933	1105	1040	1056	951	829	732
SPU_025683	921	1082	815	1103	1048	1030
SPU_025682	592	592	604	604	513	499
SPU_003353	65	80	65	57	35	28
SPU_003350	70	66	85	53	30	28
SPU_003352	609	591	629	677	590	504
SPU_003351	3	27	36	4	6	6
SPU_001932	9	13	9	11	5	1
SPU_025147	1	2	0	0	1	0
SPU_024267	9	11	9	3	6	3
SPU_011798	0	0	0	0	0	0
SPU_011797	0	0	0	0	0	0
SPU_021126	2	0	0	0	0	0
SPU_021125	0	0	0	0	0	0
SPU_002185	41	41	35	19	8	15
SPU_002184	117	116	109	101	76	46
SPU_005517	0	0	0	0	0	0
SPU_002176	266	305	361	227	234	133
SPU_002177	130	178	195	106	78	65
SPU_002183	5	0	3	4	1	0
SPU_002178	99	94	70	109	88	59
SPU_002182	163	131	163	129	100	83
SPU_025056	0	0	0	0	0	0
SPU_002179	11	14	18	23	4	23
SPU_006391	1119	1146	1042	1205	1242	843
SPU_019255	127	119	145	142	139	126
SPU_023143	95	99	122	82	83	66
SPU_011661	82	136	100	133	159	98
SPU_011327	0	0	0	0	0	0
SPU_019994	0	0	0	0	0	0
SPU_003995	0	0	0	4	0	0
SPU_024842	13	25	14	22	11	10
SPU_004043	42	28	32	34	21	23
SPU_000038	0	0	0	0	0	0
SPU_016722	47	48	62	39	22	16
SPU_016721	1	0	0	0	0	0
SPU_023011	63	42	77	53	52	25
SPU_019481	0	0	0	0	0	0
SPU_018661	5	4	0	2	0	4
ENSRNA022743128	0	0	0	0	0	0
ENSRNA022743140	0	0	0	0	0	0
SPU_017038	2	1	8	1	3	1
SPU_021617	29	44	57	36	34	19
SPU_001913	0	2	0	1	0	0
SPU_019979	46	32	38	30	21	13
SPU_008681	0	0	0	0	0	1
SPU_022437	0	0	0	0	0	0
SPU_015609	30	32	38	50	16	21
SPU_001801	184	163	192	162	122	129
SPU_017472	0	0	0	0	1	0
SPU_002314	23	21	20	26	35	19
SPU_002315	106	131	134	117	103	96
SPU_019348	21	14	29	30	23	9
SPU_005836	69	73	82	88	81	55
SPU_005837	0	0	0	0	0	0
SPU_012062	0	0	0	0	0	0
SPU_001327	0	0	1	2	1	0
SPU_000545	231	233	274	203	177	213
SPU_004141	4	0	5	8	1	0
SPU_024895	86	68	78	48	48	28
SPU_021636	39	54	38	43	42	44
SPU_004930	0	0	0	0	0	0
SPU_021637	240	253	286	265	189	166
SPU_021639	0	0	0	0	0	0
SPU_021640	0	0	0	0	0	0
SPU_021638	54	35	39	40	27	14
SPU_018402	10	6	14	5	9	5
SPU_018403	312	325	303	264	208	122
SPU_018405	490	480	458	583	566	430
SPU_018406	0	0	0	0	0	0
SPU_018407	652	794	736	746	749	640
SPU_018408	1373	1220	1213	1143	987	688
SPU_027176	36	44	44	11	8	8
SPU_027177	15	6	7	12	14	3
SPU_016403	553	510	586	588	513	309
SPU_021694	192	194	156	122	109	139
ENSRNA022742570	0	0	0	0	0	0
SPU_021693	91	100	112	92	77	56
SPU_021695	2	9	13	13	17	26
SPU_021696	125	106	128	92	72	46
SPU_001268	9	12	6	6	4	0
SPU_021697	611	549	635	422	397	291
SPU_023186	717	841	806	825	685	663
SPU_006167	2	32	15	21	0	132
SPU_000243	794	905	872	1101	1088	1020
SPU_000240	69	60	59	32	32	20
SPU_002933	727	755	900	683	593	399
ENSRNA022745511	0	0	0	0	0	0
SPU_002932	0	0	0	1	1	0
SPU_005866	0	0	0	0	0	0
SPU_013989	0	0	0	0	0	0
SPU_023843	12	22	13	13	11	4
SPU_025648	0	2	2	4	5	0
SPU_025649	3	2	0	3	0	1
SPU_003333	0	5	1	0	1	3
SPU_027017	0	0	0	0	0	0
SPU_024228	0	0	0	0	0	0
SPU_022456	16	33	31	14	13	12
SPU_015025	1	0	0	0	1	1
SPU_021513	84	85	130	82	93	39
SPU_008786	138	120	138	128	99	110
SPU_010902	572	572	638	752	651	555
SPU_018770	12	6	15	15	9	2
SPU_008999	172	140	165	145	142	109
SPU_014217	0	0	0	0	0	0
SPU_012278	351	403	327	351	279	219
SPU_012279	0	4	1	9	1	0
SPU_027586	0	0	0	0	0	0
SPU_000323	94	63	83	74	50	53
SPU_000322	618	617	663	673	658	554
SPU_000321	539	565	607	491	426	337
SPU_000310	592	696	643	569	486	390
SPU_000319	63	51	51	53	41	41
SPU_000312	151	158	175	149	110	103
SPU_007509	14	10	12	3	3	4
SPU_000320	51	51	48	110	40	60
SPU_000311	11	13	14	19	12	9
SPU_022106	0	1	2	1	1	0
SPU_022971	2	12	10	17	7	5
SPU_017821	0	0	0	0	0	1
SPU_022802	0	0	0	0	0	0
SPU_004457	0	1	1	0	0	0
SPU_004458	2	0	1	0	1	0
SPU_022879	98	93	63	66	48	29
SPU_022422	0	0	0	0	0	0
SPU_001732	0	0	0	0	0	0
SPU_024963	34	42	63	27	27	16
SPU_024964	136	162	156	122	139	105
SPU_013721	0	0	0	1	0	0
SPU_007573	0	0	0	0	0	0
SPU_028780	28	38	57	25	19	18
SPU_009178	0	0	0	0	0	0
SPU_028698	1	0	0	0	0	0
SPU_027018	105	139	159	113	87	41
SPU_003955	193	188	201	177	144	97
SPU_003956	47	50	45	58	59	44
SPU_013583	72	71	62	59	58	30
SPU_015213	74	85	70	59	30	37
SPU_015214	140	158	178	145	133	67
SPU_027185	0	0	0	0	0	0
SPU_013585	0	1	1	2	0	0
SPU_013584	305	276	341	257	195	54
SPU_002694	130	100	120	136	129	96
SPU_002698	4	7	7	6	3	2
SPU_002695	0	2	2	2	0	3
SPU_002697	1	0	1	0	0	1
SPU_002696	225	239	275	241	215	157
SPU_022158	5517	5788	5673	5441	4940	4360
SPU_022157	339	399	343	397	368	328
SPU_022153	5956	6385	6118	6624	5637	5328
SPU_022156	85	96	95	111	96	71
SPU_022155	112	77	77	55	55	51
SPU_022154	7	6	10	2	1	1
SPU_009910	2	9	3	0	2	0
SPU_010713	8	10	3	7	13	8
SPU_007744	20	27	29	31	16	14
SPU_005926	321	314	506	220	143	87
SPU_016627	2	5	3	1	1	0
SPU_028445	0	0	0	0	0	0
SPU_011771	385	371	418	292	237	141
SPU_017642	1438	1476	1473	1571	1424	1201
SPU_017627	2272	2339	2348	2060	1850	1643
SPU_003628	67	51	39	37	38	27
SPU_024711	213	190	233	241	216	153
SPU_024713	47	107	90	148	124	140
SPU_024712	0	0	0	1	0	1
SPU_003035	3	3	3	5	1	3
SPU_022565	37	37	78	20	10	15
SPU_008724	24	19	30	16	17	15
SPU_003498	135	163	162	86	51	35
SPU_003499	280	244	261	248	198	248
SPU_000964	411	443	493	409	308	208
SPU_009420	0	0	3	1	2	0
SPU_003942	68	62	70	81	58	43
SPU_003941	141	118	163	153	110	31
SPU_022272	0	0	0	0	0	0
SPU_008322	0	0	0	0	0	0
SPU_015302	0	0	2	1	0	3
SPU_008335	1	0	0	2	2	0
SPU_008323	0	0	0	1	0	0
SPU_008324	0	0	0	0	0	0
SPU_008334	0	0	0	0	0	0
SPU_023690	1	2	0	1	0	0
SPU_014865	0	0	0	0	0	0
SPU_028110	384	370	337	478	482	403
SPU_000746	36	22	33	60	70	59
SPU_020142	5	5	6	2	3	4
SPU_020141	0	0	0	0	0	0
SPU_020139	0	0	0	4	1	0
SPU_024064	0	0	1	0	0	2
SPU_010187	0	0	0	0	0	0
SPU_005653	3	7	5	4	0	0
SPU_017879	2	0	0	0	0	0
SPU_001835	0	0	0	0	0	0
SPU_021104	0	0	0	0	0	0
SPU_028857	586	554	527	537	474	450
SPU_028856	2	5	3	1	2	1
SPU_026291	1205	1094	1241	1533	1394	1167
SPU_026292	75	83	51	62	68	54
SPU_023140	0	0	0	0	0	0
SPU_008930	30	26	43	46	34	15
SPU_008929	1187	1355	1243	1019	901	813
SPU_008928	4	9	11	8	4	3
SPU_019069	0	0	0	0	0	0
SPU_011575	190	151	142	133	98	57
SPU_011574	2740	2724	2773	3043	2484	2299
SPU_008256	17	35	22	26	15	8
SPU_008927	307	350	302	332	249	255
SPU_001520	0	0	0	0	0	0
SPU_004079	249	291	312	276	178	130
SPU_023930	0	0	0	1	2	0
SPU_011865	1	1	5	6	0	9
SPU_011866	1	1	1	0	1	0
SPU_014311	12	2	6	5	3	3
SPU_014310	20	20	9	5	9	8
SPU_023967	0	0	0	0	1	0
SPU_010536	2	0	1	0	0	0
SPU_015141	0	0	0	0	0	0
SPU_010537	0	0	0	0	0	0
SPU_004507	3	1	0	1	0	4
SPU_005863	415	368	442	293	231	131
SPU_015805	11	14	21	26	5	11
SPU_014669	16	11	10	12	4	2
SPU_005862	2377	2409	2323	2489	2390	2102
SPU_001745	830	850	788	852	727	648
